Comm_name,t_switch,M0,n_present,n_producers,output,P_final,glv1_failed,glv2_failed
comm_165,8.467783446540688,3.0504614665246166,8,3,0.98952703,0.9895270300886178,FALSE,FALSE
comm_166,8.642300012592504,3.0504614665246166,11,7,12.627969755407678,12.62796975540768,FALSE,FALSE
comm_167,11.163578413979309,3.0504614665246166,8,3,5.015180300460399,5.015180300460399,FALSE,FALSE
comm_168,9.849672591908448,3.0504614665246166,12,4,2.7745310915491332,2.774531091549134,FALSE,FALSE
comm_169,9.757928040254972,3.0504614665246166,11,6,5.972909583330416,5.972909583330416,FALSE,FALSE
comm_170,10.409171378914053,3.0504614665246166,10,5,5.148485828940052,5.148485828940053,FALSE,FALSE
comm_171,8.549890545911088,3.0504614665246166,10,4,3.874218644493773,3.874218644493773,FALSE,FALSE
comm_172,11.27384720520442,3.0504614665246166,8,2,3.393300122999404,3.3933001229994044,FALSE,FALSE
comm_173,9.791441113304565,3.0504614665246166,11,3,1.7378904577731276,1.7378904577731271,FALSE,FALSE
comm_174,9.113938417,3.0504614665246166,9,4,3.416569496314935,3.416569496314935,FALSE,FALSE
comm_175,9.817650257715032,3.0504614665246166,12,6,6.337938560164311,6.337938560164311,FALSE,FALSE
comm_176,9.818875127,3.0504614665246166,10,4,5.157929359164839,5.157929359164839,FALSE,FALSE
comm_177,9.547326564179835,3.0504614665246166,12,5,5.1234233840334005,5.123423384033401,FALSE,FALSE
comm_178,8.293205218,3.0504614665246166,9,3,7.141168450577069,7.141168450577069,FALSE,FALSE
comm_179,9.687651602,3.0504614665246166,9,3,3.7495154652791456,3.749515465279145,FALSE,FALSE
comm_180,10.245760188909967,3.0504614665246166,10,2,3.423460115669621,3.423460115669621,FALSE,FALSE
comm_181,9.780511450469149,3.0504614665246166,9,4,2.699712934467902,2.699712934467902,FALSE,FALSE
comm_182,13.441571619151064,3.0504614665246166,8,3,2.931955407188195,2.9319554071881955,FALSE,FALSE
comm_183,10.126487521348372,3.0504614665246166,12,5,6.341488173393873,6.341488173393872,FALSE,FALSE
comm_184,9.005262144357133,3.0504614665246166,10,2,3.0559760647030076,3.055976064703008,FALSE,FALSE
comm_185,11.29785618620749,3.0504614665246166,9,4,4.122016580487056,4.122016580487056,FALSE,FALSE
comm_186,10.198315712068318,3.0504614665246166,9,3,3.902291746006545,3.9022917460065423,FALSE,FALSE
comm_187,11.578975936374883,3.0504614665246166,8,4,3.557856535593203,3.557856535593203,FALSE,FALSE
comm_188,11.293508765345006,3.0504614665246166,8,4,4.4303036287578115,4.430303628757812,FALSE,FALSE
comm_189,10.115744123882616,3.0504614665246166,12,5,6.425289929284467,6.4252899292844665,FALSE,FALSE
comm_190,10.985670829118478,3.0504614665246166,10,4,4.115938952292032,4.115938952292032,FALSE,FALSE
